Date,y_true,y_pred,position,trade,strategy_ret,equity
2023-01-03,0.013607002065335827,5.4320037734995855e-05,1,0.0,0.013607002065335827,1.0136070020653358
2023-01-04,0.0041722001810517995,3.251035568023036e-05,1,0.0,0.0041722001810517995,1.0178359733828681
2023-01-05,0.01822938810082597,7.435291004426035e-05,1,0.0,0.01822938810082597,1.0363905003646463
2023-01-06,0.00531013953399917,-2.5810096861519373e-05,0,1.0,-0.0005,1.035872305114464
2023-01-09,-0.016688476372042516,2.312727007141144e-05,1,1.0,-0.017188476372042516,1.018067238473551
2023-01-10,0.016120853979034067,0.00022858866073678245,1,0.0,0.016120853979034067,1.0344793517658215
2023-01-11,0.019491011442756445,1.620107511108672e-05,1,0.0,0.019491011442756445,1.0546424006483843
2023-01-12,-0.009416933361090507,-2.628745860907121e-05,0,1.0,-0.0005,1.0541150794480603
2023-01-13,-0.0064847253415800665,0.00020267040533865179,1,1.0,-0.006984725341580067,1.0467523751396979
2023-01-17,0.02394264155915149,0.00020263037876614207,1,0.0,0.02394264155915149,1.071814392058858
2023-01-18,-0.006279494734269697,-5.450989404759196e-05,0,1.0,-0.0005,1.0712784848628287
2023-01-19,-0.016343935902322748,0.00017460598014635073,1,1.0,-0.01684393590232275,1.0532339387302618
2023-01-20,-0.0047192403520215365,0.00029407127389119236,1,0.0,-0.0047192403520215365,1.0482634746264874
2023-01-23,0.01427783070444999,0.0002115801274073427,1,0.0,0.01427783070444999,1.0632304030508628
2023-01-24,0.0024222783156133687,6.0214470157268806e-05,1,0.0,0.0024222783156133687,1.0658058430006738
2023-01-25,-0.004663143127432434,0.00016185609079303364,1,0.0,-0.004663143127432434,1.060835837808708
2023-01-26,-0.0025270888636361732,0.00020385652437321847,1,0.0,-0.0025270888636361732,1.0581550113768354
2023-01-27,-0.0036615862682749523,0.00016370118609733203,1,0.0,-0.0036615862682749523,1.0542804855174717
2023-01-30,0.007963153077046314,0.00016854172547394117,1,0.0,0.007963153077046314,1.06267588240979
2023-01-31,0.011949522707171312,0.00010011737247099618,1,0.0,0.011949522707171312,1.075374351997009
2023-02-01,0.00129309672308775,6.2608961089558e-05,1,0.0,0.00129309672308775,1.0767649150476688
2023-02-02,-0.015068426054648754,0.00011964421050635086,1,0.0,-0.015068426054648754,1.0605397625470327
2023-02-03,-0.00743164132912888,0.0002500402688641477,1,0.0,-0.00743164132912888,1.0526582114165037
2023-02-06,-0.008057995057973777,0.0002063358031385538,1,0.0,-0.008057995057973777,1.044175896751174
2023-02-07,0.0047479980761560014,0.0002339903406066079,1,0.0,0.0047479980761560014,1.0491336419001172
2023-02-08,-0.009518405099140814,0.0001593058734054867,1,0.0,-0.009518405099140814,1.0391475628933748
2023-02-09,-0.011252984129623833,0.00026530838800536857,1,0.0,-0.011252984129623833,1.0274540518597983
2023-02-10,0.008379632611167587,0.0002671394720183616,1,0.0,0.008379632611167587,1.036063739339239
2023-02-13,-0.0023047216132177084,0.00012140368507863664,1,0.0,-0.0023047216132177084,1.0336759008465126
2023-02-14,-0.009368920356438437,0.0001802919091223495,1,0.0,-0.009368920356438437,1.0239914736571119
2023-02-15,-0.014269097592417346,0.00024372665586621907,1,0.0,-0.014269097592417346,1.0093800393856953
2023-02-16,0.00774635951446534,0.0002841269513642592,1,0.0,0.00774635951446534,1.017199060057502
2023-02-17,-0.019628868904097097,0.00011540968444457887,1,0.0,-0.019628868904097097,0.9972325930582625
2023-02-21,0.009122551187729755,0.0003359973633387966,1,0.0,0.009122551187729755,1.006329898434509
2023-02-22,0.009724510392247865,0.0001368563727909815,1,0.0,0.009724510392247865,1.0161159639898651
2023-02-23,-0.013086346388623937,0.00010579895129642318,1,0.0,-0.013086346388623937,1.0028187185140833
2023-02-24,0.002768989441150893,0.0002498476814859702,1,0.0,0.002768989441150893,1.0055955129570373
2023-02-27,0.004533268703827531,0.00015530395432671048,1,0.0,0.004533268703827531,1.0101541476246347
2023-02-28,-0.010801402419316375,0.00010049141110422255,1,0.0,-0.010801402419316375,0.9992430661705995
2023-03-01,-0.008906521057031824,0.00023022577274863513,1,0.0,-0.008906521057031824,0.9903432867606581
2023-03-02,0.023936971317458422,0.0002429056089382707,1,0.0,0.023936971317458422,1.0140491056102854
