Date,NFCI
2023-10-06,-0.30779
2023-10-13,-0.29825
2023-10-20,-0.29229
2023-10-27,-0.29134
2023-11-03,-0.29602
2023-11-10,-0.30449
2023-11-17,-0.31491
2023-11-24,-0.32602
2023-12-01,-0.33635
2023-12-08,-0.34512
2023-12-15,-0.35406
2023-12-22,-0.36319
2023-12-29,-0.3716
2024-01-05,-0.38019
2024-01-12,-0.38831
2024-01-19,-0.3955
2024-01-26,-0.4017
2024-02-02,-0.4086
2024-02-09,-0.41539
2024-02-16,-0.42319
2024-02-23,-0.43123
2024-03-01,-0.43745
2024-03-08,-0.44093
2024-03-15,-0.44221
2024-03-22,-0.44014
2024-03-29,-0.43539
2024-04-05,-0.42976
2024-04-12,-0.42376
2024-04-19,-0.41859
2024-04-26,-0.41651
2024-05-03,-0.41653
2024-05-10,-0.41746
2024-05-17,-0.418
2024-05-24,-0.41758
2024-05-31,-0.41419
2024-06-07,-0.40864
2024-06-14,-0.40154
2024-06-21,-0.39395
2024-06-28,-0.38745
2024-07-05,-0.38239
2024-07-12,-0.37709
2024-07-19,-0.37223
2024-07-26,-0.36853
2024-08-02,-0.36642
2024-08-09,-0.36731
2024-08-16,-0.37537
2024-08-23,-0.3855
2024-08-30,-0.39694
2024-09-06,-0.40823
2024-09-13,-0.41822
2024-09-20,-0.42636
2024-09-27,-0.43273
2024-10-04,-0.43697
2024-10-11,-0.4401
2024-10-18,-0.44447
2024-10-25,-0.4489
2024-11-01,-0.4548
2024-11-08,-0.46268
2024-11-15,-0.4701
2024-11-22,-0.47514
2024-11-29,-0.47858
2024-12-06,-0.48099
2024-12-13,-0.48267
2024-12-20,-0.48397
2024-12-27,-0.48828
